,room_id,room_type,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude
3370,3110898,Entire home/apt,5.0,,2.0,56.0,2.0,38.722264,-9.137411
3371,3111271,Private room,,2.0,1.0,45.0,5.0,38.719066,-9.156315
3372,3111683,Private room,,2.0,1.0,557.0,1.0,38.762419,-9.155062
3373,3111913,Private room,,2.0,1.0,209.0,1.0,38.726804,-9.14649
3374,3112113,Entire home/apt,,4.0,1.0,696.0,1.0,38.713157,-9.146564
3375,3112165,Private room,,2.0,1.0,70.0,1.0,38.724211,-9.132058
3376,3112428,Entire home/apt,5.0,5.0,1.0,97.0,7.0,38.764683,-9.153235
3377,3112434,Private room,,1.0,1.0,390.0,1.0,38.714081,-9.154383
3378,3112858,Entire home/apt,,,2.0,348.0,2.0,38.728076,-9.136055
3379,3112876,Entire home/apt,3.0,2.0,1.0,67.0,1.0,38.710648,-9.150389
3380,3113152,Entire home/apt,,3.0,2.0,223.0,1.0,38.721464,-9.138458
3381,3113684,Private room,,2.0,1.0,835.0,1.0,38.722688,-9.133423
3382,3113715,Entire home/apt,,4.0,2.0,766.0,1.0,38.755648,-9.202185
3383,3113912,Private room,,2.0,1.0,97.0,1.0,38.779085,-9.091285
3384,3114223,Entire home/apt,,5.0,2.0,348.0,1.0,38.724051,-9.146749
3385,3114328,Entire home/apt,,,3.0,2089.0,1.0,38.7462,-9.189479
3386,3114337,Entire home/apt,,,3.0,835.0,1.0,38.762447,-9.199546
3387,3114485,Entire home/apt,4.5,4.0,1.0,53.0,3.0,38.713236,-9.154176
3388,3114605,Shared room,4.5,2.0,1.0,15.0,1.0,38.710986,-9.148651
3389,3114750,Entire home/apt,5.0,,3.0,306.0,2.0,38.724573,-9.139144
3390,3114911,Entire home/apt,4.0,4.0,2.0,81.0,3.0,38.715306,-9.147121
3391,3114939,Private room,,4.0,1.0,696.0,1.0,38.756419,-9.175544
3392,3115086,Private room,,3.0,1.0,696.0,1.0,38.739102,-9.165571
3393,3115181,Private room,,4.0,1.0,209.0,1.0,38.741776,-9.159634
3394,3115475,Private room,,4.0,1.0,835.0,1.0,38.71038,-9.128228
3395,3115478,Entire home/apt,4.5,,2.0,167.0,4.0,38.712986,-9.137644
3396,3115481,Entire home/apt,4.0,4.0,2.0,84.0,2.0,38.717166,-9.154088
3397,3115497,Private room,,4.0,1.0,696.0,1.0,38.731025,-9.125566
3398,3115576,Private room,,2.0,1.0,1671.0,1.0,38.748672,-9.19146
3399,3115589,Private room,,2.0,1.0,1114.0,1.0,38.759416,-9.193317
3400,3115696,Entire home/apt,,5.0,3.0,1392.0,1.0,38.735677,-9.130079
3401,3116675,Entire home/apt,,3.0,1.0,209.0,1.0,38.69871,-9.190562
3402,3116740,Entire home/apt,4.5,4.0,1.0,54.0,1.0,38.710796,-9.146667
3403,3118022,Entire home/apt,4.5,,3.0,209.0,3.0,38.724224,-9.142594
3404,3118028,Entire home/apt,,2.0,1.0,975.0,1.0,38.7528,-9.195614
3405,3118086,Entire home/apt,4.5,4.0,1.0,58.0,2.0,38.712522,-9.126009
3406,3118094,Entire home/apt,1.0,,3.0,104.0,3.0,38.739343,-9.104034
3407,3118193,Private room,,2.0,1.0,42.0,1.0,38.753724,-9.195141
3408,3118362,Private room,,2.0,1.0,84.0,1.0,38.752045,-9.199528
3409,3118365,Private room,,2.0,1.0,835.0,1.0,38.735507,-9.138648
3410,3118443,Private room,,2.0,1.0,125.0,1.0,38.712197,-9.151391
3411,3118644,Private room,,2.0,1.0,1741.0,1.0,38.767497,-9.106459
3412,3118839,Entire home/apt,,,3.0,696.0,1.0,38.767741,-9.155973
3413,3119054,Entire home/apt,,3.0,1.0,696.0,1.0,38.748872,-9.146489
3414,3119123,Entire home/apt,,,2.0,1044.0,1.0,38.749834,-9.192396
3415,3119178,Entire home/apt,,,2.0,696.0,1.0,38.725606,-9.146804
3416,3119504,Private room,,2.0,1.0,70.0,1.0,38.75159,-9.201175
3417,3119552,Private room,,2.0,1.0,348.0,1.0,38.74011,-9.132429
3418,3119786,Entire home/apt,4.5,4.0,2.0,128.0,3.0,38.709807,-9.145315
3419,3119857,Entire home/apt,4.5,4.0,2.0,91.0,2.0,38.711524,-9.143862
3420,3119933,Entire home/apt,,4.0,1.0,418.0,1.0,38.723856,-9.123485
3421,3120018,Entire home/apt,,4.0,0.0,278.0,1.0,38.742501,-9.173671
3422,3120023,Entire home/apt,4.5,3.0,1.0,58.0,2.0,38.712283,-9.126181
3423,3120473,Entire home/apt,4.5,4.0,1.0,181.0,1.0,38.712659,-9.134357
3424,3120588,Private room,,2.0,1.0,696.0,1.0,38.735068,-9.129471
3425,3120765,Entire home/apt,,,5.0,70.0,1.0,38.759243,-9.106222
3426,3120851,Entire home/apt,,3.0,0.0,84.0,2.0,38.775774,-9.097245
3427,3121008,Private room,,2.0,1.0,209.0,1.0,38.7401,-9.11209
3428,3121577,Private room,,2.0,1.0,139.0,1.0,38.704481,-9.203811
3429,3121656,Private room,5.0,2.0,1.0,42.0,1.0,38.736981,-9.149377
3430,3121778,Entire home/apt,,4.0,1.0,557.0,1.0,38.732347,-9.142091
3431,3121788,Entire home/apt,5.0,4.0,2.0,86.0,2.0,38.71144,-9.146204
3432,3121907,Entire home/apt,4.5,2.0,1.0,56.0,4.0,38.712758,-9.145778
3433,3121944,Private room,,2.0,1.0,835.0,1.0,38.747055,-9.15499
3434,3122436,Entire home/apt,,3.0,2.0,487.0,2.0,38.703945,-9.189543
3435,3122559,Private room,,2.0,1.0,209.0,1.0,38.711996,-9.145045
3436,3122804,Private room,,2.0,1.0,244.0,1.0,38.727236,-9.156838
3437,3122875,Entire home/apt,4.5,3.0,1.0,49.0,3.0,38.716451,-9.133486
3438,3123304,Shared room,,2.0,1.0,557.0,1.0,38.721617,-9.136208
3439,3123464,Entire home/apt,,3.0,1.0,487.0,1.0,38.709109,-9.153236
3440,3123635,Private room,,2.0,1.0,70.0,2.0,38.733592,-9.127467
3441,3123931,Private room,,5.0,1.0,139.0,1.0,38.715134,-9.134859
3442,3124167,Private room,,5.0,1.0,696.0,1.0,38.735952,-9.129935
3443,3124282,Private room,,2.0,1.0,56.0,1.0,38.748589,-9.148685
3444,3124300,Entire home/apt,5.0,2.0,1.0,84.0,5.0,38.71503,-9.134867
3445,3124349,Entire home/apt,,4.0,2.0,209.0,1.0,38.712453,-9.129138
3446,3124374,Entire home/apt,,,3.0,278.0,1.0,38.724047,-9.132318
3447,3124377,Private room,,3.0,1.0,418.0,1.0,38.726365,-9.1441
3448,3124512,Private room,,2.0,1.0,557.0,1.0,38.750516,-9.119863
3449,3124647,Entire home/apt,,2.0,0.0,111.0,3.0,38.712791,-9.145303
3450,3124764,Private room,,2.0,1.0,167.0,1.0,38.713292,-9.143808
3451,3124862,Entire home/apt,5.0,2.0,1.0,125.0,2.0,38.71061,-9.147104
3452,3125983,Entire home/apt,4.5,3.0,2.0,42.0,1.0,38.713429,-9.14473
3453,3126443,Entire home/apt,5.0,2.0,1.0,42.0,1.0,38.711437,-9.143969
3454,3126726,Entire home/apt,4.5,2.0,1.0,91.0,1.0,38.722911,-9.12896
3455,3127170,Entire home/apt,5.0,3.0,1.0,63.0,2.0,38.71359,-9.134729
3456,3127293,Entire home/apt,,4.0,4.0,766.0,1.0,38.74888,-9.147207
3457,3127654,Private room,,2.0,1.0,557.0,1.0,38.7085,-9.157252
3458,3127678,Private room,4.5,2.0,1.0,42.0,2.0,38.712787,-9.128852
3459,3128163,Private room,,2.0,1.0,416.0,1.0,38.71288,-9.14423
3460,3128189,Private room,,2.0,1.0,209.0,1.0,38.773024,-9.158407
3461,3129027,Private room,5.0,3.0,1.0,70.0,1.0,38.715819,-9.139751
3462,3129127,Entire home/apt,,4.0,1.0,1392.0,1.0,38.755116,-9.197867
3463,3129153,Entire home/apt,,4.0,2.0,97.0,1.0,38.715886,-9.157781
3464,3129180,Entire home/apt,,2.0,1.0,111.0,2.0,38.704186,-9.16418
3465,3129185,Entire home/apt,,,2.0,1392.0,1.0,38.734562,-9.130074
3466,3129971,Entire home/apt,4.0,4.0,2.0,118.0,2.0,38.713801,-9.145071
3467,3131117,Private room,,1.0,1.0,42.0,1.0,38.716741,-9.13961
3468,3131451,Private room,,2.0,1.0,557.0,1.0,38.745071,-9.178822
3469,3132174,Entire home/apt,,,2.0,209.0,1.0,38.713437,-9.145681
3470,3132875,Private room,4.5,2.0,1.0,35.0,2.0,38.713097,-9.139417
3471,3132933,Entire home/apt,,,4.0,111.0,2.0,38.735384,-9.133064
3472,3132967,Private room,,2.0,1.0,348.0,1.0,38.765532,-9.171872
3473,3132985,Entire home/apt,,4.0,2.0,209.0,1.0,38.712229,-9.126367
3474,3133640,Private room,,2.0,1.0,278.0,1.0,38.735027,-9.148274
3475,3133980,Entire home/apt,5.0,2.0,0.0,63.0,1.0,38.71236,-9.125786
3476,3134745,Entire home/apt,5.0,4.0,2.0,118.0,3.0,38.713268,-9.140169
3477,3137416,Entire home/apt,5.0,3.0,0.0,56.0,4.0,38.715738,-9.126278
3478,3137482,Entire home/apt,5.0,4.0,0.0,104.0,2.0,38.71198,-9.14689
3479,3137601,Private room,5.0,2.0,1.0,29.0,3.0,38.705286,-9.166651
3480,3139205,Entire home/apt,4.5,,2.0,77.0,2.0,38.744113,-9.198584
3481,3139256,Entire home/apt,,4.0,2.0,111.0,3.0,38.702218,-9.192129
3482,3144071,Entire home/apt,4.5,4.0,1.0,42.0,3.0,38.730832,-9.129057
3483,3145378,Entire home/apt,5.0,5.0,2.0,118.0,5.0,38.713766,-9.152447
3484,3146745,Private room,4.5,1.0,1.0,21.0,1.0,38.732467,-9.138165
3485,3147247,Entire home/apt,5.0,2.0,1.0,72.0,2.0,38.715627,-9.147789
3486,3150333,Entire home/apt,5.0,4.0,3.0,63.0,1.0,38.736473,-9.133599
3487,3159801,Entire home/apt,,4.0,2.0,45.0,1.0,38.709974,-9.157818
3488,3161134,Entire home/apt,4.5,4.0,2.0,125.0,2.0,38.710588,-9.13144
3489,3161827,Entire home/apt,5.0,3.0,1.0,118.0,1.0,38.717935,-9.132906
3490,3165898,Private room,,2.0,1.0,84.0,1.0,38.734764,-9.155263
3491,3166065,Entire home/apt,3.0,4.0,1.0,45.0,3.0,38.705274,-9.188292
3492,3166609,Entire home/apt,4.5,4.0,2.0,84.0,1.0,38.71632,-9.120898
3493,3167186,Entire home/apt,,,2.0,104.0,3.0,38.704267,-9.192246
3494,3167499,Entire home/apt,5.0,,4.0,70.0,1.0,38.713745,-9.158158
3495,3170024,Entire home/apt,4.0,3.0,1.0,70.0,2.0,38.715353,-9.13255
3496,3170612,Entire home/apt,4.5,4.0,1.0,49.0,2.0,38.709999,-9.146857
3497,3171436,Entire home/apt,,3.0,1.0,118.0,3.0,38.709153,-9.12885
3498,3172508,Entire home/apt,4.0,,2.0,124.0,,38.711862,-9.125001
3499,3172701,Entire home/apt,5.0,4.0,1.0,111.0,2.0,38.719195,-9.131757
3500,3172894,Entire home/apt,,,4.0,139.0,1.0,38.763652,-9.154073
3501,3173522,Entire home/apt,5.0,4.0,1.0,77.0,2.0,38.711329,-9.145117
3502,3175530,Entire home/apt,,5.0,3.0,174.0,3.0,38.708233,-9.155783
3503,3176278,Entire home/apt,3.5,4.0,1.0,49.0,3.0,38.7136,-9.145249
3504,3176327,Entire home/apt,4.5,4.0,1.0,74.0,2.0,38.715311,-9.130302
3505,3176358,Entire home/apt,,4.0,1.0,139.0,3.0,38.70881,-9.144916
3506,3178585,Entire home/apt,4.5,,9.0,557.0,3.0,38.724915,-9.13524
3507,3181883,Entire home/apt,,4.0,2.0,97.0,3.0,38.693977,-9.213069
3508,3182269,Entire home/apt,5.0,4.0,2.0,84.0,3.0,38.709026,-9.140018
3509,3182472,Entire home/apt,4.5,3.0,1.0,125.0,2.0,38.712909,-9.148146
3510,3182689,Entire home/apt,,2.0,1.0,84.0,,38.695479,-9.215066
3511,3182740,Private room,4.0,1.0,1.0,74.0,1.0,38.74408,-9.118954
3512,3183068,Private room,4.5,1.0,1.0,35.0,4.0,38.713353,-9.137719
3513,3183808,Entire home/apt,5.0,5.0,2.0,132.0,2.0,38.713077,-9.142143
3514,3185188,Entire home/apt,5.0,4.0,1.0,56.0,,38.712496,-9.148482
3515,3185414,Private room,5.0,2.0,1.0,56.0,1.0,38.712397,-9.141066
3516,3185588,Entire home/apt,4.5,4.0,2.0,160.0,3.0,38.718563,-9.154464
3517,3188305,Private room,,2.0,1.0,49.0,1.0,38.755355,-9.180153
3518,3188548,Private room,,1.0,1.0,21.0,1.0,38.749076,-9.136329
3519,3189493,Entire home/apt,,4.0,2.0,70.0,1.0,38.725817,-9.145236
3520,3193623,Entire home/apt,4.5,2.0,1.0,67.0,2.0,38.714104,-9.145384
3521,3194301,Private room,4.0,2.0,1.0,28.0,1.0,38.720124,-9.13457
3522,3195705,Entire home/apt,4.5,2.0,1.0,39.0,1.0,38.714275,-9.146104
3523,3195983,Private room,5.0,2.0,1.0,25.0,1.0,38.757546,-9.168461
3524,3196021,Entire home/apt,5.0,,2.0,77.0,3.0,38.711849,-9.149968
3525,3196604,Entire home/apt,5.0,,3.0,61.0,,38.708653,-9.153031
3526,3198231,Entire home/apt,4.5,,2.0,173.0,2.0,38.708464,-9.160961
3527,3198962,Entire home/apt,5.0,4.0,1.0,49.0,2.0,38.714947,-9.131386
3528,3202803,Entire home/apt,5.0,2.0,0.0,63.0,1.0,38.711481,-9.125124
3529,3202929,Entire home/apt,5.0,4.0,2.0,70.0,2.0,38.708915,-9.129394
3530,3204196,Entire home/apt,4.5,,3.0,104.0,,38.712336,-9.135794
3531,3204690,Entire home/apt,5.0,4.0,1.0,70.0,5.0,38.7143,-9.151718
3532,3204855,Entire home/apt,,4.0,2.0,97.0,3.0,38.711706,-9.132143
3533,3204987,Entire home/apt,5.0,5.0,3.0,111.0,3.0,38.711642,-9.125683
3534,3205529,Private room,,3.0,1.0,70.0,1.0,38.747742,-9.131934
3535,3208469,Entire home/apt,4.5,5.0,2.0,46.0,2.0,38.710227,-9.146363
3536,3209351,Entire home/apt,4.5,4.0,1.0,49.0,,38.716558,-9.144925
3537,3210730,Entire home/apt,,4.0,2.0,111.0,4.0,38.751382,-9.170841
3538,3214801,Private room,,2.0,1.0,167.0,1.0,38.76485,-9.152717
3539,3214914,Entire home/apt,5.0,2.0,1.0,70.0,2.0,38.712565,-9.127054
3540,3215170,Entire home/apt,4.5,,2.0,139.0,2.0,38.705803,-9.16917
3541,3215570,Entire home/apt,5.0,4.0,2.0,155.0,2.0,38.713197,-9.138172
3542,3216061,Entire home/apt,4.5,5.0,2.0,91.0,4.0,38.709403,-9.145859
3543,3216738,Entire home/apt,5.0,3.0,1.0,63.0,3.0,38.709935,-9.15566
3544,3217570,Entire home/apt,5.0,,3.0,376.0,3.0,38.70937,-9.151477
3545,3217767,Entire home/apt,5.0,4.0,1.0,77.0,2.0,38.74299,-9.146226
3546,3219408,Private room,4.5,2.0,1.0,35.0,4.0,38.719976,-9.156425
3547,3219518,Private room,4.5,1.0,1.0,31.0,1.0,38.724697,-9.130787
3548,3221455,Entire home/apt,4.5,,3.0,139.0,3.0,38.715122,-9.136779
3549,3221698,Entire home/apt,2.5,,3.0,139.0,3.0,38.714531,-9.133479
3550,3222680,Private room,,2.0,1.0,70.0,1.0,38.708917,-9.12993
3551,3222778,Private room,,2.0,1.0,26.0,2.0,38.720362,-9.151648
3552,3226537,Entire home/apt,4.5,3.0,1.0,54.0,3.0,38.716652,-9.135268
3553,3226923,Private room,,3.0,1.0,42.0,1.0,38.720681,-9.15933
3554,3226935,Entire home/apt,5.0,2.0,1.0,104.0,4.0,38.713761,-9.153031
3555,3638077,Private room,4.5,2.0,1.0,40.0,1.0,38.711644,-9.158774
3556,3227771,Entire home/apt,5.0,4.0,0.0,49.0,2.0,38.713956,-9.136172
3557,3228326,Entire home/apt,4.5,4.0,2.0,49.0,2.0,38.712028,-9.128924
3558,3230687,Entire home/apt,4.5,4.0,1.0,84.0,1.0,38.728638,-9.149257
3559,3233645,Entire home/apt,,2.0,0.0,168.0,2.0,38.713366,-9.136402
3560,3233761,Private room,,1.0,1.0,28.0,15.0,38.729808,-9.150432
3561,3233843,Entire home/apt,5.0,4.0,2.0,111.0,5.0,38.706669,-9.143813
3562,3234248,Entire home/apt,5.0,,2.0,148.0,2.0,38.715421,-9.14225
3563,3234891,Entire home/apt,5.0,2.0,1.0,63.0,2.0,38.714268,-9.128308
3564,3236430,Entire home/apt,5.0,4.0,2.0,139.0,2.0,38.711952,-9.147046
3565,3237078,Entire home/apt,4.0,,3.0,139.0,2.0,38.710051,-9.145335
3566,3237264,Entire home/apt,4.0,4.0,1.0,132.0,2.0,38.708946,-9.132408
3567,3237484,Entire home/apt,4.5,3.0,2.0,70.0,2.0,38.709954,-9.129602
3568,3237939,Entire home/apt,4.5,4.0,1.0,111.0,2.0,38.713921,-9.145417
3569,3238305,Entire home/apt,5.0,4.0,1.0,125.0,2.0,38.71579,-9.146698
3570,3238671,Entire home/apt,5.0,4.0,1.0,125.0,2.0,38.709148,-9.154488
3571,3238823,Entire home/apt,4.5,2.0,1.0,49.0,5.0,38.713086,-9.143604
3572,3239752,Entire home/apt,5.0,4.0,1.0,49.0,2.0,38.71382,-9.129152
3573,3239941,Entire home/apt,4.5,4.0,1.0,47.0,2.0,38.708854,-9.150115
3574,3240014,Entire home/apt,5.0,4.0,0.0,70.0,2.0,38.732604,-9.128347
3575,3240808,Private room,5.0,3.0,1.0,63.0,1.0,38.731428,-9.151082
3576,3241182,Entire home/apt,4.5,2.0,1.0,74.0,3.0,38.709142,-9.12976
3577,3243765,Entire home/apt,,4.0,1.0,86.0,3.0,38.714259,-9.150599
3578,3244131,Entire home/apt,4.5,3.0,1.0,70.0,,38.716142,-9.134283
3579,3244156,Entire home/apt,,4.0,1.0,88.0,3.0,38.710233,-9.157683
3580,3244708,Entire home/apt,4.5,4.0,0.0,74.0,4.0,38.710404,-9.151776
3581,3244766,Entire home/apt,,5.0,3.0,146.0,1.0,38.714187,-9.151724
3582,3246060,Entire home/apt,5.0,5.0,3.0,84.0,2.0,38.719881,-9.168674
3583,3248109,Entire home/apt,5.0,4.0,2.0,209.0,3.0,38.71614,-9.146706
3584,3248127,Private room,4.5,3.0,1.0,22.0,2.0,38.73203,-9.149505
3585,3248134,Entire home/apt,4.0,2.0,1.0,56.0,5.0,38.715992,-9.149479
3586,3249633,Private room,5.0,4.0,1.0,58.0,1.0,38.724964,-9.163531
3587,3249828,Entire home/apt,4.5,,2.0,132.0,1.0,38.709551,-9.130417
3588,3249996,Private room,4.0,2.0,1.0,35.0,1.0,38.712891,-9.165069
3589,3253223,Entire home/apt,5.0,2.0,1.0,56.0,2.0,38.711014,-9.131042
3590,3254212,Entire home/apt,4.5,5.0,2.0,110.0,2.0,38.72096,-9.136354
3591,3254371,Entire home/apt,5.0,,2.0,124.0,3.0,38.711407,-9.129903
3592,3254786,Private room,4.0,2.0,1.0,25.0,2.0,38.719574,-9.134433
3593,3256532,Entire home/apt,5.0,3.0,1.0,111.0,3.0,38.714288,-9.140721
3594,3261797,Entire home/apt,4.0,3.0,2.0,70.0,1.0,38.72978,-9.130519
3595,3261988,Entire home/apt,,2.0,1.0,70.0,3.0,38.713093,-9.128097
3596,3262787,Entire home/apt,5.0,4.0,1.0,65.0,1.0,38.773986,-9.150842
3597,3264368,Private room,4.5,2.0,1.0,39.0,4.0,38.712158,-9.129728
3598,3264550,Entire home/apt,4.5,5.0,3.0,77.0,2.0,38.720449,-9.137921
3599,3264849,Entire home/apt,5.0,4.0,1.0,63.0,1.0,38.709976,-9.128102
3600,3264954,Entire home/apt,5.0,3.0,1.0,70.0,3.0,38.697516,-9.191935
3601,3266840,Private room,4.5,1.0,1.0,31.0,2.0,38.726358,-9.13495
3602,3267159,Entire home/apt,4.0,,4.0,167.0,1.0,38.721622,-9.155909
3603,3268464,Entire home/apt,4.5,4.0,0.0,60.0,1.0,38.713581,-9.129374
3604,3268844,Entire home/apt,4.5,2.0,0.0,56.0,1.0,38.713753,-9.125816
3605,3269567,Entire home/apt,5.0,5.0,2.0,77.0,2.0,38.714995,-9.131357
3606,3269619,Private room,,1.0,1.0,54.0,2.0,38.739358,-9.130366
3607,3270028,Entire home/apt,4.5,4.0,1.0,84.0,2.0,38.711633,-9.151232
3608,3270360,Private room,5.0,1.0,1.0,25.0,1.0,38.758086,-9.166994
3609,3274854,Entire home/apt,5.0,2.0,1.0,111.0,2.0,38.710906,-9.130748
3610,3274961,Entire home/apt,4.0,3.0,1.0,65.0,2.0,38.71682,-9.139751
3611,3276389,Private room,,1.0,1.0,42.0,2.0,38.732124,-9.134642
3612,3277555,Private room,4.5,2.0,1.0,84.0,1.0,38.709058,-9.14604
3613,3277808,Entire home/apt,,4.0,1.0,77.0,2.0,38.710762,-9.126611
3614,3278152,Entire home/apt,,4.0,2.0,118.0,1.0,38.716839,-9.160559
3615,3278395,Entire home/apt,,4.0,1.0,77.0,3.0,38.70088,-9.190055
3616,3287870,Private room,5.0,4.0,1.0,70.0,1.0,38.710147,-9.129687
3617,3289139,Private room,,1.0,1.0,28.0,1.0,38.705012,-9.166482
3618,3289765,Private room,,2.0,1.0,42.0,1.0,38.751867,-9.206955
3619,3291097,Entire home/apt,5.0,2.0,1.0,104.0,4.0,38.759161,-9.093793
3620,3291810,Entire home/apt,5.0,4.0,1.0,63.0,2.0,38.712955,-9.126809
3621,3293410,Entire home/apt,5.0,3.0,1.0,86.0,3.0,38.736154,-9.149927
3622,3298450,Entire home/apt,4.5,2.0,1.0,77.0,2.0,38.709779,-9.142989
3623,3299423,Private room,,2.0,1.0,86.0,2.0,38.709876,-9.138314
3624,3301774,Entire home/apt,5.0,3.0,2.0,81.0,7.0,38.719821,-9.138648
3625,3302450,Private room,5.0,1.0,1.0,31.0,3.0,38.722231,-9.139771
3626,3302539,Private room,,1.0,1.0,33.0,1.0,38.709616,-9.154301
3627,3303099,Private room,4.5,2.0,1.0,31.0,1.0,38.725062,-9.130761
3628,3303153,Private room,4.0,2.0,1.0,35.0,1.0,38.711177,-9.166857
3629,3303309,Entire home/apt,4.5,2.0,1.0,77.0,3.0,38.744172,-9.155138
3630,3304530,Entire home/apt,4.0,4.0,2.0,42.0,1.0,38.73184,-9.133417
3631,3304563,Entire home/apt,4.5,,2.0,84.0,1.0,38.711658,-9.148843
3632,3305672,Entire home/apt,4.5,4.0,2.0,91.0,5.0,38.713265,-9.162103
3633,3310923,Entire home/apt,4.5,4.0,1.0,70.0,2.0,38.712698,-9.146732
3634,3311704,Entire home/apt,5.0,,5.0,501.0,4.0,38.754639,-9.132071
3635,3315547,Entire home/apt,5.0,,3.0,91.0,5.0,38.71511,-9.135572
3636,3318338,Private room,5.0,2.0,1.0,38.0,3.0,38.721916,-9.139505
3637,3318966,Entire home/apt,4.0,2.0,1.0,49.0,3.0,38.716393,-9.128163
3638,3320191,Entire home/apt,,,3.0,167.0,3.0,38.716344,-9.151371
3639,3321577,Entire home/apt,5.0,4.0,2.0,97.0,1.0,38.728731,-9.135941
3640,3321711,Entire home/apt,,5.0,3.0,118.0,1.0,38.753331,-9.195659
3641,3321789,Entire home/apt,,4.0,1.0,96.0,7.0,38.766631,-9.15442
3642,3325546,Entire home/apt,4.5,3.0,1.0,110.0,2.0,38.716149,-9.137706
3643,3325800,Entire home/apt,3.5,2.0,1.0,35.0,8.0,38.718237,-9.148471
3644,3327328,Entire home/apt,,5.0,2.0,70.0,2.0,38.709441,-9.148079
3645,3327992,Entire home/apt,,5.0,3.0,111.0,1.0,38.712657,-9.129746
3646,3328394,Private room,,2.0,1.0,42.0,2.0,38.728173,-9.164951
3647,3329105,Entire home/apt,5.0,,4.0,195.0,4.0,38.710992,-9.133122
3648,3329311,Private room,,2.0,1.0,42.0,1.0,38.719683,-9.130394
3649,3329781,Entire home/apt,4.0,2.0,0.0,49.0,2.0,38.720025,-9.147667
3650,3331314,Entire home/apt,3.0,4.0,1.0,153.0,5.0,38.713888,-9.163805
3651,3332545,Entire home/apt,4.5,4.0,1.0,52.0,2.0,38.713657,-9.136589
3652,3333540,Entire home/apt,4.5,4.0,1.0,77.0,3.0,38.714138,-9.154089
3653,3334295,Private room,3.0,2.0,1.0,28.0,1.0,38.717359,-9.139174
3654,3338906,Private room,,2.0,1.0,35.0,1.0,38.73317,-9.140494
3655,3339588,Entire home/apt,5.0,,3.0,132.0,,38.713813,-9.129966
3656,3341005,Shared room,4.5,,1.0,17.0,1.0,38.712214,-9.140632
3657,3341823,Private room,,1.0,1.0,42.0,1.0,38.720662,-9.159248
3658,3342287,Private room,4.0,2.0,1.0,35.0,1.0,38.708222,-9.132861
3659,3343188,Entire home/apt,4.5,2.0,1.0,63.0,,38.711438,-9.134223
3660,3343524,Entire home/apt,4.0,5.0,2.0,118.0,1.0,38.721228,-9.129895
3661,3343607,Entire home/apt,4.5,2.0,2.0,84.0,1.0,38.713959,-9.129202
3662,3348604,Entire home/apt,4.5,5.0,2.0,125.0,2.0,38.710588,-9.14365
3663,3349792,Entire home/apt,5.0,,4.0,111.0,2.0,38.734688,-9.132238
3664,3351172,Private room,,3.0,1.0,70.0,1.0,38.713317,-9.150638
3665,3351278,Entire home/apt,4.5,,2.0,167.0,4.0,38.705801,-9.157774
3666,3354285,Private room,,2.0,1.0,84.0,1.0,38.711616,-9.144998
3667,3358437,Entire home/apt,5.0,2.0,1.0,63.0,2.0,38.755236,-9.178875
3668,3358969,Entire home/apt,5.0,,3.0,181.0,3.0,38.712631,-9.147921
3669,3359894,Private room,,2.0,1.0,49.0,2.0,38.711435,-9.160213
3670,3360600,Entire home/apt,4.0,4.0,2.0,111.0,2.0,38.714216,-9.146296
3671,3361664,Entire home/apt,5.0,4.0,0.0,54.0,1.0,38.738886,-9.143759
3672,3361756,Private room,4.0,1.0,1.0,21.0,1.0,38.718864,-9.135158
3673,3362902,Entire home/apt,4.5,4.0,2.0,84.0,2.0,38.721737,-9.166201
3674,3364776,Private room,3.5,3.0,1.0,21.0,1.0,38.718862,-9.148675
3675,3364979,Entire home/apt,5.0,,3.0,181.0,2.0,38.719169,-9.132816
3676,3366861,Entire home/apt,5.0,5.0,3.0,111.0,2.0,38.732398,-9.138264
3677,3367992,Entire home/apt,4.0,,10.0,35.0,3.0,38.739467,-9.149933
3678,3368360,Entire home/apt,,4.0,1.0,93.0,2.0,38.714158,-9.127566
3679,3368932,Entire home/apt,5.0,,5.0,223.0,1.0,38.711516,-9.144051
3680,3373623,Entire home/apt,4.0,,4.0,84.0,3.0,38.711305,-9.151459
3681,3374211,Private room,5.0,1.0,1.0,28.0,1.0,38.731443,-9.128724
3682,3375876,Entire home/apt,,,6.0,376.0,3.0,38.705547,-9.141688
3683,3376026,Private room,5.0,2.0,1.0,63.0,1.0,38.708784,-9.142699
3684,3376134,Entire home/apt,4.0,,2.0,181.0,1.0,38.71201,-9.13961
3685,3376148,Private room,5.0,2.0,1.0,56.0,1.0,38.708836,-9.144631
3686,3376327,Entire home/apt,,4.0,1.0,125.0,1.0,38.712562,-9.140166
3687,3376438,Entire home/apt,,,1.0,146.0,2.0,38.712585,-9.140752
3688,3376727,Entire home/apt,5.0,4.0,1.0,54.0,,38.708044,-9.154977
3689,3377407,Entire home/apt,,4.0,0.0,132.0,1.0,38.71398,-9.129647
3690,3379202,Entire home/apt,4.5,4.0,1.0,63.0,3.0,38.713325,-9.166237
3691,3379203,Entire home/apt,4.5,2.0,1.0,67.0,,38.715476,-9.153419
3692,3383651,Entire home/apt,4.5,,2.0,100.0,2.0,38.725679,-9.145901
3693,3385936,Entire home/apt,5.0,3.0,1.0,97.0,3.0,38.71272,-9.141982
