room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
1049659,3455628,Entire home/apt,,Arroios,44,4.0,5.0,2.0,70.0,2.0,38.716974,-9.138162,2015-03-19 07:48:27.122
1050509,5778494,Private room,,Penha de França,3,4.5,2.0,1.0,42.0,1.0,38.732942,-9.127833,2015-03-19 09:32:44.671
1050645,5774321,Entire home/apt,,Santa Maria Maior,9,4.5,,4.0,195.0,3.0,38.709752,-9.128892,2015-03-19 07:04:33.646
1050741,1549585,Entire home/apt,,Misericórdia,18,4.0,4.0,2.0,58.0,3.0,38.709706,-9.151942,2015-03-19 09:02:14.026
1051719,1759791,Entire home/apt,,Misericórdia,2,5.0,,7.0,348.0,3.0,38.714905,-9.146281,2015-03-19 08:03:21.663
1052466,5795275,Entire home/apt,,Estrela,66,5.0,4.0,1.0,97.0,2.0,38.708774,-9.164468,2015-03-19 07:38:06.598
1054837,5809174,Entire home/apt,,Ajuda,35,4.5,2.0,1.0,54.0,3.0,38.705764,-9.201249,2015-03-19 09:02:17.159
1056297,4043364,Entire home/apt,,Santa Maria Maior,109,5.0,3.0,1.0,85.0,2.0,38.710675,-9.139805,2015-03-19 07:28:21.454
1056484,5818978,Entire home/apt,,São Vicente,52,4.5,4.0,1.0,56.0,3.0,38.716876,-9.124677,2015-03-19 11:29:25.353
1056544,2681397,Entire home/apt,,Misericórdia,47,5.0,,7.0,313.0,3.0,38.714903,-9.149379,2015-03-19 07:19:10.101
1057389,2174752,Entire home/apt,,Misericórdia,0,,,2.0,111.0,2.0,38.707276,-9.143452,2015-03-19 08:51:14.020
1057685,2174752,Entire home/apt,,Misericórdia,3,5.0,4.0,1.0,111.0,2.0,38.710279,-9.1462,2015-03-19 09:44:38.025
1058088,5778494,Private room,,Penha de França,0,,1.0,1.0,35.0,1.0,38.734178,-9.130577,2015-03-19 07:27:21.146
1061822,5845216,Entire home/apt,,Beato,2,3.0,,2.0,49.0,3.0,38.73688,-9.122914,2015-03-19 10:37:00.654
1061919,3897446,Entire home/apt,,Misericórdia,7,4.5,,3.0,280.0,3.0,38.709973,-9.146923,2015-03-19 07:18:10.690
1062064,5845991,Entire home/apt,,Penha de França,13,5.0,4.0,1.0,70.0,4.0,38.735095,-9.130359,2015-03-19 10:19:04.546
1065341,4450024,Entire home/apt,,Misericórdia,50,4.5,3.0,2.0,77.0,,38.712106,-9.144881,2015-03-19 09:11:39.454
1065835,5863476,Private room,,Santo António,4,4.0,3.0,1.0,84.0,1.0,38.720354,-9.151485,2015-03-19 08:49:00.716
1068283,4972896,Entire home/apt,,Santa Maria Maior,22,4.5,4.0,1.0,114.0,4.0,38.711731,-9.137348,2015-03-19 12:01:39.165
1069495,5884168,Entire home/apt,,Misericórdia,58,4.5,,2.0,50.0,2.0,38.71387,-9.146214,2015-03-19 10:27:11.904
1071344,3897446,Entire home/apt,,Santa Maria Maior,2,4.0,5.0,3.0,102.0,3.0,38.712806,-9.142651,2015-03-19 11:45:23.161
1073166,4043364,Entire home/apt,,Santa Maria Maior,90,5.0,4.0,,111.0,2.0,38.711076,-9.140255,2015-03-19 06:55:41.422
1073666,5906232,Private room,,Santa Maria Maior,35,4.5,2.0,1.0,38.0,3.0,38.713641,-9.137891,2015-03-19 06:41:00.912
1074576,5911901,Private room,,Santo António,12,4.5,2.0,1.0,42.0,2.0,38.719686,-9.141676,2015-03-19 09:37:31.137
1075332,5916074,Entire home/apt,,Estrela,78,4.5,4.0,2.0,49.0,3.0,38.712649,-9.153331,2015-03-19 09:21:11.698
1075655,5918228,Entire home/apt,,Santo António,52,5.0,3.0,1.0,70.0,,38.720061,-9.142378,2015-03-19 10:50:14.746
1075787,4250075,Entire home/apt,,Santa Maria Maior,86,5.0,,4.0,166.0,3.0,38.71164,-9.137583,2015-03-19 08:09:04.413
1075901,2070841,Entire home/apt,,Olivais,21,4.0,5.0,2.0,54.0,3.0,38.766186,-9.114543,2015-03-19 10:36:05.556
1076750,3673432,Entire home/apt,,Santa Maria Maior,8,4.5,2.0,1.0,70.0,2.0,38.712194,-9.132427,2015-03-19 06:55:51.189
