host_id,room_type,neighbourhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,date
2551854,Entire home/apt,Estrela,14,4.5,8,4,183,3,38.713185,-9.154728,2/6/16
21980829,Entire home/apt,Misericórdia,49,5,10,4,101,1,38.714923,-9.154001,2/6/16
20791560,Entire home/apt,Misericórdia,78,4.5,6,2,46,2,38.712848,-9.152722,2/6/16
35951100,Entire home/apt,Misericórdia,11,4.5,4,2,103,3,38.715483,-9.154001,2/6/16
3897446,Entire home/apt,Estrela,1,3.821327873,2,1,91,1,38.713718,-9.154871,2/6/16
1914264,Entire home/apt,Estrela,9,4.5,4,1,93,3,38.714184,-9.154191,2/6/16
37110554,Entire home/apt,Estrela,7,4.5,3,1,63,3,38.712618,-9.158103,2/6/16
33062645,Entire home/apt,Misericórdia,3,5,5,3,58,2,38.715618,-9.154124,2/6/16
15609407,Entire home/apt,Estrela,38,4.5,4,1,46,2,38.712691,-9.158203,2/6/16
1756107,Entire home/apt,Misericórdia,3,4,3,1,68,2,38.715308,-9.154252,2/6/16
55101476,Entire home/apt,Estrela,10,4.5,6,2,75,2,38.71348,-9.153308,2/6/16
546839,Entire home/apt,Estrela,53,4.5,6,2,70,3,38.712816,-9.156511,2/6/16
1549585,Entire home/apt,Campo de Ourique,0,3.821327873,6,2,71,3,38.715552,-9.155857,2/6/16
3753184,Entire home/apt,Estrela,27,4.5,2,1,43,1,38.714278,-9.153641,2/6/16
3953109,Entire home/apt,Estrela,5,4.5,4,2,83,3,38.713894,-9.154319,2/6/16
9745566,Entire home/apt,Estrela,66,5,2,1,63,2,38.713419,-9.154999,2/6/16
34568793,Entire home/apt,Misericórdia,6,4.5,4,1,75,3,38.714102,-9.153167,2/6/16
43025611,Entire home/apt,Estrela,15,4.5,2,1,58,2,38.713051,-9.157631,2/6/16
16148517,Entire home/apt,Misericórdia,47,4.5,5,2,75,3,38.712432,-9.151251,2/6/16
7255447,Entire home/apt,Misericórdia,17,4,2,0,31,3,38.712578,-9.151161,2/6/16
24981397,Entire home/apt,Misericórdia,61,4,4,1,29,1,38.712122,-9.150779,2/6/16
49265945,Entire home/apt,Misericórdia,0,3.821327873,15,6,459,1,38.711392,-9.14741,2/6/16
241711,Entire home/apt,Misericórdia,0,3.821327873,2,2,356,1,38.712135,-9.149205,2/6/16
5331564,Entire home/apt,Misericórdia,8,4.5,6,2,81,4,38.711338,-9.148621,2/6/16
70705091,Entire home/apt,Misericórdia,0,3.821327873,3,1,53,3,38.711435,-9.147215,2/6/16
14365518,Entire home/apt,Misericórdia,5,5,4,1,69,2,38.712327,-9.148768,2/6/16
1313374,Entire home/apt,Misericórdia,78,5,3,1,93,3,38.711163,-9.147942,2/6/16
6065977,Entire home/apt,Misericórdia,25,5,6,2,53,2,38.711214,-9.148536,2/6/16
24765249,Entire home/apt,Misericórdia,11,4.5,3,1,53,3,38.712004,-9.147635,2/6/16
5219338,Entire home/apt,Misericórdia,44,5,4,1,63,3,38.711309,-9.148012,2/6/16
14789396,Entire home/apt,Misericórdia,8,4.5,4,1,46,3,38.711209,-9.147854,2/6/16
13628817,Entire home/apt,Misericórdia,6,4.5,2,1,85,2,38.711799,-9.148526,2/6/16
10713048,Entire home/apt,Misericórdia,2,3.821327873,4,2,80,2,38.713988,-9.149705,2/6/16
688914,Entire home/apt,Misericórdia,1,3.821327873,2,0,48,2,38.713239,-9.151481,2/6/16
64817417,Entire home/apt,Misericórdia,0,3.821327873,4,2,93,2,38.712676,-9.149426,2/6/16
1554338,Entire home/apt,Misericórdia,45,5,7,2,80,1,38.714214,-9.149496,2/6/16
10082182,Entire home/apt,Misericórdia,16,5,6,2,74,3,38.714126,-9.151497,2/6/16
30627298,Entire home/apt,Misericórdia,36,5,5,2,138,3,38.713717,-9.150305,2/6/16
57256935,Entire home/apt,Misericórdia,11,5,5,3,114,2,38.71287,-9.149131,2/6/16
6319121,Entire home/apt,Misericórdia,15,4,6,2,48,3,38.711081,-9.150822,2/6/16
136230,Entire home/apt,Misericórdia,12,4,4,1,69,1,38.711124,-9.148406,2/6/16
3125722,Entire home/apt,Misericórdia,48,4.5,2,1,46,2,38.711186,-9.15106,2/6/16
9755827,Entire home/apt,Misericórdia,4,5,4,2,103,2,38.71171,-9.147613,2/6/16
41445904,Entire home/apt,Misericórdia,1,3.821327873,5,3,231,1,38.71183,-9.147213,2/6/16
32707557,Entire home/apt,Misericórdia,4,4.5,6,3,161,1,38.711797,-9.147174,2/6/16
136230,Entire home/apt,Misericórdia,21,4.5,2,1,63,1,38.711061,-9.149484,2/6/16
39535830,Entire home/apt,Misericórdia,1,3.821327873,2,1,52,1,38.713159,-9.151466,2/6/16
798869,Entire home/apt,Misericórdia,9,4,5,1,78,1,38.711442,-9.151422,2/6/16
27964523,Entire home/apt,Misericórdia,44,5,5,2,58,3,38.711327,-9.147499,2/6/16
412702,Entire home/apt,Misericórdia,73,4.5,3,1,52,2,38.712615,-9.151435,2/6/16
37758551,Entire home/apt,Misericórdia,1,3.821327873,4,0,93,2,38.712021,-9.148403,2/6/16
32344156,Entire home/apt,Misericórdia,0,3.821327873,16,3,437,2,38.714134,-9.150093,2/6/16
41445904,Entire home/apt,Misericórdia,3,4.5,5,3,69,1,38.71247,-9.147371,2/6/16
3953109,Entire home/apt,Misericórdia,1,3.821327873,4,2,103,3,38.711636,-9.147615,2/6/16
3539350,Entire home/apt,Misericórdia,28,4.5,5,2,98,2,38.711027,-9.148688,2/6/16
6319121,Entire home/apt,Misericórdia,4,3.5,4,1,40,2,38.712493,-9.151127,2/6/16
6319121,Entire home/apt,Misericórdia,6,4,6,2,74,2,38.71305,-9.151383,2/6/16
3946018,Entire home/apt,Misericórdia,36,4.5,2,1,93,4,38.711015,-9.148499,2/6/16
6319121,Entire home/apt,Misericórdia,22,4.5,3,1,58,1,38.712328,-9.151372,2/6/16
3953109,Entire home/apt,Misericórdia,0,3.821327873,4,1,79,3,38.712153,-9.150067,2/6/16
15262798,Entire home/apt,Misericórdia,8,5,6,2,62,1,38.713346,-9.150903,2/6/16
798869,Entire home/apt,Misericórdia,13,4,10,5,112,1,38.714128,-9.149786,2/6/16
2717587,Entire home/apt,Misericórdia,8,4,5,2,52,2,38.711317,-9.14823,2/6/16
798869,Entire home/apt,Misericórdia,13,4,5,2,78,1,38.711308,-9.150515,2/6/16
43034906,Entire home/apt,Misericórdia,32,4.5,4,1,48,2,38.71393,-9.148198,2/6/16
14851217,Entire home/apt,Misericórdia,14,4.5,6,2,92,2,38.712326,-9.150888,2/6/16
7608379,Entire home/apt,Misericórdia,1,3.821327873,6,2,172,3,38.7115,-9.15006,2/6/16
2914394,Entire home/apt,Misericórdia,0,3.821327873,2,0,35,2,38.711004,-9.149177,2/6/16
2717587,Entire home/apt,Misericórdia,85,4.5,5,2,52,2,38.711639,-9.147838,2/6/16
3308607,Entire home/apt,Misericórdia,102,5,4,1,73,3,38.711272,-9.148884,2/6/16
391315,Entire home/apt,Misericórdia,2,3.821327873,3,1,98,3,38.713023,-9.150889,2/6/16
7255447,Entire home/apt,Misericórdia,28,4,2,0,31,3,38.7116,-9.150608,2/6/16
1837762,Entire home/apt,Misericórdia,18,5,7,2,62,3,38.711849,-9.149968,2/6/16
31265397,Entire home/apt,Misericórdia,1,3.821327873,4,2,74,2,38.713526,-9.149201,2/6/16
412702,Entire home/apt,Misericórdia,18,4.5,3,1,52,3,38.712745,-9.150283,2/6/16
485573,Entire home/apt,Misericórdia,8,5,4,2,115,3,38.7124,-9.149889,2/6/16
7255447,Entire home/apt,Misericórdia,49,4,4,1,42,3,38.711976,-9.150046,2/6/16
73775502,Entire home/apt,Misericórdia,0,3.821327873,2,1,61,3,38.712958,-9.149138,2/6/16
2169711,Entire home/apt,Misericórdia,21,4.5,4,1,56,3,38.712641,-9.150311,2/6/16
7255447,Entire home/apt,Misericórdia,52,4,2,0,31,3,38.711812,-9.150214,2/6/16
20505600,Entire home/apt,Misericórdia,1,3.821327873,6,2,92,2,38.711769,-9.148217,2/6/16
798869,Entire home/apt,Misericórdia,22,4,3,1,59,3,38.713133,-9.15069,2/6/16
2958677,Entire home/apt,Misericórdia,112,4.5,2,1,60,2,38.711821,-9.149395,2/6/16
63527063,Entire home/apt,Misericórdia,0,3.821327873,3,2,56,1,38.711108,-9.146744,2/6/16
6649372,Entire home/apt,Misericórdia,1,3.821327873,2,1,42,1,38.711152,-9.146432,2/6/16
35767723,Entire home/apt,Misericórdia,7,5,15,4,403,1,38.711303,-9.146338,2/6/16
20084038,Entire home/apt,Misericórdia,9,4,13,6,285,1,38.711698,-9.145559,2/6/16
21071094,Entire home/apt,Estrela,36,4.5,3,1,63,3,38.707985,-9.159668,2/6/16
2383548,Entire home/apt,Estrela,82,4.5,3,1,52,3,38.709155,-9.16012,2/6/16
12315625,Entire home/apt,Estrela,13,5,2,1,52,2,38.708682,-9.155073,2/6/16
1496930,Entire home/apt,Estrela,11,4.5,9,4,344,1,38.712413,-9.156701,2/6/16
7146174,Entire home/apt,Estrela,12,5,4,1,57,2,38.709315,-9.163776,2/6/16
9946411,Entire home/apt,Estrela,59,4,3,1,39,1,38.709231,-9.156016,2/6/16
3168317,Entire home/apt,Estrela,0,3.821327873,2,1,98,1,38.708758,-9.162931,2/6/16
9794706,Entire home/apt,Estrela,79,4.5,3,1,63,2,38.708284,-9.155732,2/6/16
29017241,Entire home/apt,Estrela,10,5,5,2,69,2,38.709277,-9.158386,2/6/16
20899808,Entire home/apt,Estrela,23,5,8,5,287,2,38.708187,-9.154968,2/6/16
49556010,Entire home/apt,Estrela,2,3.821327873,4,1,57,2,38.709242,-9.156276,2/6/16
1627456,Entire home/apt,Estrela,124,5,3,1,57,3,38.708044,-9.154977,2/6/16
5412927,Entire home/apt,Estrela,2,3.821327873,5,3,138,2,38.708246,-9.158811,2/6/16
1241101,Entire home/apt,Campo de Ourique,6,4.5,5,2,80,4,38.720731,-9.160507,2/6/16
2494477,Entire home/apt,Campo de Ourique,5,4.5,4,1,69,3,38.715896,-9.164059,2/6/16
65503412,Entire home/apt,Estrela,12,4.5,2,1,33,2,38.7089,-9.156895,2/6/16
4622074,Entire home/apt,Estrela,37,4.5,6,2,52,2,38.709081,-9.155853,2/6/16
8693539,Entire home/apt,Misericórdia,4,5,4,2,63,3,38.710166,-9.152934,2/6/16
33107804,Entire home/apt,Estrela,17,4.5,2,1,52,2,38.709057,-9.159556,2/6/16
48045283,Entire home/apt,Estrela,2,3.821327873,4,0,64,2,38.709811,-9.154735,2/6/16
872205,Entire home/apt,Estrela,15,5,12,6,344,1,38.711312,-9.156102,2/6/16
29804395,Entire home/apt,Estrela,7,4.5,6,3,207,3,38.7132,-9.155391,2/6/16
1797509,Entire home/apt,Estrela,63,5,6,2,212,3,38.711271,-9.158118,2/6/16
6768471,Entire home/apt,Campo de Ourique,1,3.821327873,4,1,40,2,38.717043,-9.162267,2/6/16
19908865,Entire home/apt,Estrela,31,5,4,2,45,3,38.708459,-9.156789,2/6/16
387186,Entire home/apt,Estrela,98,5,4,2,67,3,38.70869,-9.162357,2/6/16
23536410,Entire home/apt,Estrela,42,4.5,6,2,52,3,38.712643,-9.163737,2/6/16
9416641,Entire home/apt,Estrela,40,5,4,2,104,2,38.709094,-9.159722,2/6/16
55451424,Entire home/apt,Estrela,21,4.5,4,1,52,1,38.712879,-9.161788,2/6/16
20505600,Entire home/apt,Estrela,13,5,4,1,80,2,38.713232,-9.157263,2/6/16
52227105,Entire home/apt,Estrela,17,5,4,1,58,3,38.710436,-9.154619,2/6/16
31136476,Entire home/apt,Estrela,63,4.5,3,1,46,3,38.710475,-9.161079,2/6/16
15652640,Entire home/apt,Estrela,5,4.5,8,3,113,3,38.713061,-9.157363,2/6/16
3953109,Entire home/apt,Misericórdia,5,4,2,1,49,4,38.714177,-9.15345,2/6/16
32062748,Entire home/apt,Estrela,0,3.821327873,3,2,85,1,38.713252,-9.16094,2/6/16
68982347,Entire home/apt,Estrela,0,3.821327873,4,1,58,1,38.713492,-9.16391,2/6/16
15554118,Entire home/apt,Estrela,0,3.821327873,3,2,345,1,38.714011,-9.157097,2/6/16
24833723,Entire home/apt,Campo de Ourique,6,4,3,1,57,1,38.720728,-9.164229,2/6/16
61142660,Entire home/apt,Estrela,2,3.821327873,4,1,58,2,38.712181,-9.160525,2/6/16
4190120,Entire home/apt,Estrela,4,4,6,3,80,2,38.71536,-9.163418,2/6/16
12318654,Entire home/apt,Estrela,15,4.5,4,1,74,1,38.710131,-9.158072,2/6/16
6787401,Entire home/apt,Campo de Ourique,1,3.821327873,3,1,129,1,38.715981,-9.164478,2/6/16
46844230,Entire home/apt,Estrela,9,4,4,1,40,4,38.712571,-9.162633,2/6/16
14170751,Entire home/apt,Estrela,30,4.5,3,1,70,4,38.71352,-9.156211,2/6/16
12318654,Entire home/apt,Estrela,0,3.821327873,6,1,88,1,38.710621,-9.157628,2/6/16
4147322,Entire home/apt,Campo de Ourique,0,3.821327873,4,1,69,3,38.719374,-9.165542,2/6/16
7956592,Entire home/apt,Misericórdia,0,3.821327873,8,3,56,1,38.712356,-9.146617,2/6/16
49265945,Entire home/apt,Misericórdia,0,3.821327873,14,6,402,1,38.711525,-9.14648,2/6/16
14759922,Entire home/apt,Misericórdia,0,3.821327873,4,2,74,1,38.711442,-9.147013,2/6/16
2174752,Entire home/apt,Misericórdia,6,4.5,4,1,58,1,38.712528,-9.14506,2/6/16
57256935,Entire home/apt,Misericórdia,1,3.821327873,8,4,138,2,38.711286,-9.147014,2/6/16
6041203,Entire home/apt,Misericórdia,39,4.5,4,2,126,3,38.71188,-9.145126,2/6/16
1599678,Entire home/apt,Misericórdia,0,3.821327873,4,2,74,3,38.712112,-9.145719,2/6/16
4529798,Entire home/apt,Misericórdia,7,4,5,2,52,2,38.711365,-9.147082,2/6/16
3750288,Entire home/apt,Misericórdia,30,4.5,4,2,69,1,38.712326,-9.145108,2/6/16
14291065,Entire home/apt,Misericórdia,2,3.821327873,4,2,64,1,38.712062,-9.145133,2/6/16
1549585,Entire home/apt,Misericórdia,55,4,4,2,67,3,38.711929,-9.145572,2/6/16
13750296,Entire home/apt,Misericórdia,51,4.5,6,2,92,3,38.711638,-9.145425,2/6/16
11707167,Entire home/apt,Misericórdia,1,3.821327873,4,2,74,2,38.711489,-9.142968,2/6/16
10053382,Entire home/apt,Misericórdia,41,4.5,3,1,63,2,38.712023,-9.144554,2/6/16
682628,Entire home/apt,Misericórdia,13,4,11,5,161,2,38.712461,-9.143964,2/6/16
144398,Entire home/apt,Misericórdia,8,4.5,4,1,65,2,38.7118,-9.143634,2/6/16
13842164,Entire home/apt,Misericórdia,19,4.5,4,2,73,3,38.711247,-9.144856,2/6/16
1969293,Entire home/apt,Misericórdia,18,4,11,5,148,3,38.71248,-9.144032,2/6/16
52615975,Entire home/apt,Misericórdia,1,3.821327873,4,1,61,2,38.712609,-9.143657,2/6/16
8298637,Entire home/apt,Misericórdia,12,4.5,2,0,103,3,38.712186,-9.144747,2/6/16
13845498,Entire home/apt,Santa Maria Maior,71,4.5,6,1,46,1,38.712467,-9.143088,2/6/16
29032166,Entire home/apt,Misericórdia,11,5,16,6,402,1,38.711259,-9.144789,2/6/16
5035525,Entire home/apt,Misericórdia,2,3.821327873,5,2,132,3,38.711095,-9.143766,2/6/16
2388647,Entire home/apt,Misericórdia,52,4.5,3,1,69,3,38.712376,-9.144143,2/6/16
15572117,Entire home/apt,Misericórdia,40,4,4,1,42,2,38.711136,-9.144593,2/6/16
19455234,Entire home/apt,Misericórdia,38,4.5,4,2,46,3,38.71185,-9.143467,2/6/16
4789173,Entire home/apt,Misericórdia,2,3.821327873,7,4,173,4,38.711385,-9.144274,2/6/16
7247574,Entire home/apt,Misericórdia,7,4.5,8,5,218,3,38.711516,-9.144051,2/6/16
23780167,Entire home/apt,Misericórdia,0,3.821327873,6,3,52,1,38.711304,-9.143863,2/6/16
8911887,Entire home/apt,Misericórdia,3,3.5,4,1,75,1,38.711933,-9.14387,2/6/16
7910883,Entire home/apt,Misericórdia,27,4.5,4,1,45,2,38.71227,-9.143983,2/6/16
3429192,Entire home/apt,Misericórdia,50,5,4,2,173,3,38.711779,-9.144449,2/6/16
30106526,Entire home/apt,Misericórdia,45,4.5,4,2,33,3,38.71228,-9.143616,2/6/16
17733765,Entire home/apt,Misericórdia,5,4,6,2,143,2,38.711845,-9.143701,2/6/16
4344063,Entire home/apt,Misericórdia,81,4,2,1,22,1,38.711977,-9.143889,2/6/16
36161241,Entire home/apt,Misericórdia,26,4.5,4,2,112,3,38.712023,-9.143888,2/6/16
7577651,Entire home/apt,Misericórdia,90,4,6,3,69,3,38.711774,-9.144049,2/6/16
2681397,Entire home/apt,Misericórdia,63,4.5,15,4,132,2,38.711892,-9.14391,2/6/16
15125584,Entire home/apt,Misericórdia,1,3.821327873,3,1,146,1,38.713171,-9.146759,2/6/16
824067,Entire home/apt,Misericórdia,75,4.5,2,1,50,2,38.713997,-9.145544,2/6/16
11707167,Entire home/apt,Misericórdia,3,4.5,4,2,98,2,38.713801,-9.145071,2/6/16
15125584,Entire home/apt,Misericórdia,0,3.821327873,4,1,146,1,38.712726,-9.145447,2/6/16
15125584,Entire home/apt,Misericórdia,0,3.821327873,4,1,146,1,38.713003,-9.145919,2/6/16
19455234,Entire home/apt,Misericórdia,24,4,3,2,40,3,38.71386,-9.145147,2/6/16
19455234,Entire home/apt,Misericórdia,18,4,6,2,46,3,38.713896,-9.145704,2/6/16
21714387,Entire home/apt,Misericórdia,12,4.5,4,1,74,3,38.714188,-9.145087,2/6/16
16811343,Entire home/apt,Misericórdia,1,3.821327873,4,1,90,2,38.713792,-9.145546,2/6/16
26468829,Entire home/apt,Misericórdia,19,5,3,1,45,3,38.713524,-9.144996,2/6/16
6952834,Entire home/apt,Misericórdia,82,5,6,2,87,2,38.71289,-9.145333,2/6/16
15856062,Entire home/apt,Misericórdia,1,3.821327873,4,1,75,2,38.712689,-9.143516,2/6/16
11707167,Entire home/apt,Misericórdia,2,3.821327873,2,1,78,2,38.713526,-9.144489,2/6/16
2563358,Entire home/apt,Misericórdia,1,3.821327873,6,2,302,1,38.713536,-9.143483,2/6/16
68238292,Entire home/apt,Misericórdia,0,3.821327873,6,3,143,5,38.713475,-9.143988,2/6/16
3613007,Entire home/apt,Misericórdia,14,4,6,3,77,1,38.713231,-9.144452,2/6/16
11008225,Entire home/apt,Misericórdia,0,3.821327873,4,1,52,2,38.712956,-9.144407,2/6/16
11388325,Entire home/apt,Misericórdia,1,3.821327873,6,3,142,3,38.713486,-9.143623,2/6/16
682628,Entire home/apt,Misericórdia,2,3.821327873,6,2,64,2,38.712715,-9.144877,2/6/16
53607985,Entire home/apt,Misericórdia,0,3.821327873,4,1,121,2,38.712975,-9.143949,2/6/16
8724638,Entire home/apt,Misericórdia,4,4,3,1,74,1,38.71341,-9.144339,2/6/16
19455234,Entire home/apt,Misericórdia,16,4,6,3,52,3,38.713797,-9.144497,2/6/16
1969293,Entire home/apt,Misericórdia,7,4,9,4,132,3,38.713667,-9.144291,2/6/16
1969293,Entire home/apt,Misericórdia,4,5,7,3,109,2,38.714151,-9.144495,2/6/16
3015120,Entire home/apt,Misericórdia,46,4.5,4,1,98,2,38.713124,-9.144593,2/6/16
49173461,Entire home/apt,Misericórdia,2,3.821327873,4,1,64,2,38.712771,-9.144127,2/6/16
46064752,Entire home/apt,Misericórdia,2,3.821327873,5,1,60,2,38.713933,-9.143407,2/6/16
18442418,Entire home/apt,Misericórdia,2,3.821327873,6,3,75,5,38.71288,-9.144881,2/6/16
1717560,Entire home/apt,Misericórdia,26,3.5,2,1,39,2,38.713647,-9.143454,2/6/16
682628,Entire home/apt,Misericórdia,1,3.821327873,4,1,114,2,38.713709,-9.144312,2/6/16
19455234,Entire home/apt,Misericórdia,30,4.5,4,2,46,3,38.713273,-9.144036,2/6/16
39219982,Entire home/apt,Misericórdia,2,3.821327873,4,1,57,1,38.713277,-9.144396,2/6/16
62014093,Entire home/apt,Misericórdia,2,3.821327873,4,1,45,1,38.713257,-9.144445,2/6/16
3897446,Entire home/apt,Misericórdia,9,4,6,3,88,2,38.713419,-9.143821,2/6/16
688914,Entire home/apt,Misericórdia,6,4.5,4,2,90,2,38.713211,-9.144236,2/6/16
2372087,Entire home/apt,Misericórdia,3,3.5,4,1,87,3,38.713736,-9.144424,2/6/16
7577651,Entire home/apt,Misericórdia,50,4.5,6,3,98,2,38.713076,-9.143995,2/6/16
6028324,Entire home/apt,Misericórdia,70,4.5,4,2,58,1,38.71272,-9.143292,2/6/16
16106300,Entire home/apt,Misericórdia,5,4.5,6,3,183,2,38.714217,-9.144656,2/6/16
1406453,Entire home/apt,Misericórdia,57,4.5,6,3,138,2,38.712828,-9.146837,2/6/16
21016611,Entire home/apt,Misericórdia,24,4.5,4,2,93,1,38.712575,-9.143594,2/6/16
5998744,Entire home/apt,Misericórdia,117,4.5,4,1,45,4,38.711256,-9.146693,2/6/16
184400,Entire home/apt,Misericórdia,21,4.5,7,3,104,5,38.713658,-9.144939,2/6/16
1277626,Entire home/apt,Misericórdia,15,4.5,6,3,68,3,38.711547,-9.146225,2/6/16
23081210,Entire home/apt,Misericórdia,14,4.5,4,1,80,3,38.713514,-9.145381,2/6/16
22192546,Entire home/apt,Santa Maria Maior,1,3.821327873,4,2,91,3,38.712529,-9.143045,2/6/16
2971040,Entire home/apt,Misericórdia,10,4.5,4,1,68,2,38.711126,-9.145999,2/6/16
13842164,Entire home/apt,Misericórdia,1,3.821327873,3,1,58,3,38.711675,-9.14479,2/6/16
1549585,Entire home/apt,Misericórdia,23,4,4,1,74,3,38.71177,-9.143371,2/6/16
23480325,Entire home/apt,Misericórdia,8,4.5,3,1,50,1,38.712473,-9.14684,2/6/16
13955807,Entire home/apt,Misericórdia,69,5,2,1,52,5,38.711551,-9.14307,2/6/16
1445970,Entire home/apt,Misericórdia,32,4.5,4,2,190,3,38.711276,-9.143708,2/6/16
14539928,Entire home/apt,Misericórdia,0,3.821327873,4,2,92,3,38.712689,-9.143546,2/6/16
4861007,Entire home/apt,Misericórdia,52,4.5,5,1,114,1,38.712434,-9.143155,2/6/16
4141894,Entire home/apt,Santa Maria Maior,32,4.5,5,2,81,1,38.712679,-9.142985,2/6/16
31595533,Entire home/apt,Misericórdia,0,3.821327873,4,1,58,2,38.71178,-9.14323,2/6/16
15708295,Entire home/apt,Misericórdia,46,4.5,2,1,46,2,38.711106,-9.14618,2/6/16
688914,Entire home/apt,Misericórdia,16,4.5,4,2,84,2,38.711878,-9.143655,2/6/16
4450024,Entire home/apt,Misericórdia,83,4.5,5,2,92,1,38.711048,-9.143811,2/6/16
688914,Entire home/apt,Misericórdia,15,4,8,3,90,2,38.71393,-9.145589,2/6/16
14654966,Entire home/apt,Misericórdia,17,5,6,3,183,3,38.712369,-9.143432,2/6/16
2966252,Entire home/apt,Misericórdia,12,5,2,1,74,3,38.711912,-9.144514,2/6/16
53607985,Entire home/apt,Misericórdia,1,3.821327873,2,1,101,2,38.713234,-9.146479,2/6/16
43034906,Entire home/apt,Misericórdia,17,4.5,4,1,47,2,38.713569,-9.142809,2/6/16
22405404,Entire home/apt,Misericórdia,3,4.5,4,1,57,2,38.711223,-9.146071,2/6/16
61228694,Entire home/apt,Misericórdia,2,3.821327873,4,1,69,1,38.712914,-9.14417,2/6/16
663233,Entire home/apt,Misericórdia,91,4.5,4,2,69,3,38.711036,-9.145506,2/6/16
9338843,Entire home/apt,Santo António,1,3.821327873,6,2,58,3,38.716241,-9.14649,2/6/16
7582930,Entire home/apt,Santo António,3,3.5,4,1,52,2,38.716915,-9.146079,2/6/16
46944960,Entire home/apt,Santo António,1,3.821327873,4,1,84,1,38.716974,-9.143237,2/6/16
24203825,Entire home/apt,Santo António,33,4.5,2,1,48,3,38.717503,-9.146111,2/6/16
11707167,Entire home/apt,Santo António,9,4.5,2,0,52,2,38.717089,-9.145143,2/6/16
4861007,Entire home/apt,Misericórdia,12,4.5,4,1,68,1,38.714492,-9.143407,2/6/16
11523797,Entire home/apt,Santo António,1,3.821327873,5,2,81,1,38.717257,-9.144888,2/6/16
18442418,Entire home/apt,Misericórdia,1,3.821327873,3,1,52,5,38.714721,-9.146935,2/6/16
23392876,Entire home/apt,Santo António,2,3.821327873,4,1,57,2,38.715764,-9.143839,2/6/16
3539350,Entire home/apt,Misericórdia,29,4.5,4,1,58,2,38.71429,-9.143539,2/6/16
10774139,Entire home/apt,Misericórdia,55,4.5,5,2,99,1,38.714361,-9.146558,2/6/16
6271273,Entire home/apt,Misericórdia,53,4.5,5,3,115,1,38.714443,-9.146467,2/6/16
16367968,Entire home/apt,Misericórdia,86,5,6,2,123,2,38.714387,-9.143333,2/6/16
7409454,Entire home/apt,Misericórdia,15,4.5,6,2,80,2,38.715201,-9.145776,2/6/16
6043166,Entire home/apt,Misericórdia,36,4.5,6,2,80,3,38.71431,-9.146325,2/6/16
4118352,Entire home/apt,Santo António,8,4.5,3,2,56,2,38.717363,-9.144665,2/6/16
10174383,Entire home/apt,Santo António,22,4.5,2,1,66,2,38.71708,-9.145808,2/6/16
5334076,Entire home/apt,Santo António,49,4.5,7,3,69,2,38.716405,-9.144108,2/6/16
10174383,Entire home/apt,Santo António,9,5,2,1,66,2,38.716718,-9.145695,2/6/16
5655861,Entire home/apt,Santo António,11,4,5,1,93,2,38.716856,-9.14353,2/6/16
2730513,Entire home/apt,Misericórdia,43,4.5,4,1,61,3,38.714327,-9.145339,2/6/16
20321071,Entire home/apt,Santo António,45,4.5,16,5,172,1,38.716757,-9.143801,2/6/16
1029524,Entire home/apt,Misericórdia,45,4.5,8,3,109,1,38.714873,-9.14626,2/6/16
29359245,Entire home/apt,Misericórdia,1,3.821327873,7,3,172,2,38.714989,-9.145247,2/6/16
17466689,Entire home/apt,Misericórdia,10,4.5,5,3,58,2,38.715562,-9.144702,2/6/16
17689502,Entire home/apt,Santo António,8,5,7,3,127,3,38.716361,-9.144851,2/6/16
18442418,Entire home/apt,Misericórdia,1,3.821327873,4,2,58,5,38.714688,-9.14469,2/6/16
68400947,Entire home/apt,Misericórdia,2,3.821327873,3,1,46,2,38.715053,-9.145113,2/6/16
1740444,Entire home/apt,Misericórdia,71,4.5,5,2,53,3,38.714785,-9.143835,2/6/16
9415118,Entire home/apt,Santo António,4,4,2,1,58,3,38.716206,-9.14634,2/6/16
16106300,Entire home/apt,Misericórdia,22,4,3,0,52,2,38.714625,-9.144174,2/6/16
22192546,Entire home/apt,Santo António,0,3.821327873,8,3,240,2,38.716833,-9.144642,2/6/16
3183207,Entire home/apt,Misericórdia,29,4.5,4,1,69,4,38.714977,-9.14388,2/6/16
15724234,Entire home/apt,Misericórdia,33,5,2,1,71,3,38.714921,-9.146562,2/6/16
31265397,Entire home/apt,Santo António,5,4,4,2,80,2,38.71545,-9.143805,2/6/16
13084112,Entire home/apt,Misericórdia,59,4.5,3,0,58,2,38.715389,-9.144205,2/6/16
57604491,Entire home/apt,Misericórdia,6,5,4,2,87,3,38.714404,-9.145551,2/6/16
25220128,Entire home/apt,Santo António,22,4.5,6,2,46,3,38.716201,-9.145408,2/6/16
24981397,Entire home/apt,Santo António,12,4.5,4,1,48,1,38.715814,-9.144451,2/6/16
2108990,Entire home/apt,Misericórdia,86,4.5,4,1,103,1,38.715504,-9.145344,2/6/16
3953109,Entire home/apt,Santo António,2,3.821327873,5,2,131,3,38.715865,-9.145006,2/6/16
1549585,Entire home/apt,Misericórdia,58,4.5,6,2,81,3,38.71477,-9.145528,2/6/16
6305819,Entire home/apt,Misericórdia,62,5,8,3,172,1,38.714695,-9.145009,2/6/16
2469844,Entire home/apt,Misericórdia,150,5,4,2,56,3,38.712555,-9.144907,2/6/16
